filename,width,height,class,xmin,ymin,xmax,ymax
DSCF1013.jpg,800,600,green,1217,1690,1706,1891
DSCF1013.jpg,800,600,yellow,1774,1619,2249,1843
DSCF1013.jpg,800,600,white,2313,1566,2773,1794
DSCF1013.jpg,800,600,gray,1284,1832,1781,2063
DSCF1013.jpg,800,600,blue,1879,1798,2365,2026
DSCF1013.jpg,800,600,red,2429,1742,2904,1970
DSCF1015.jpg,800,600,white,641,1342,1822,2234
DSCF1015.jpg,800,600,red,2053,1022,3175,1757
DSCF1016.jpg,800,600,gray,1067,1843,2181,2456
DSCF1016.jpg,800,600,red,1954,1278,2975,1839
DSCF1016.jpg,800,600,white,2392,717,3356,1352
DSCF1017.jpg,800,600,gray,1834,698,2623,1120
DSCF1021.jpg,800,600,blue,1991,755,2914,1301
DSCF1023.jpg,800,600,yellow,1909,1166,2694,1618
DSCF1025.jpg,800,600,red,985,1570,2237,2280
DSCF1029.jpg,800,600,red,129,1648,1400,2381
DSCF1029.jpg,800,600,yellow,1456,1076,2578,1910
DSCF1029.jpg,800,600,green,2552,826,3610,1630
DSCF1032.jpg,800,600,blue,144,1200,1127,1667
DSCF1032.jpg,800,600,red,2339,1125,3255,1581
DSCF1037.jpg,800,600,green,1210,1712,2679,2355
DSCF1038.jpg,800,600,yellow,1210,1764,2964,2560
DSCF1040.jpg,800,600,yellow,462,1813,1438,2359
DSCF1040.jpg,800,600,green,1445,1791,2316,2273
DSCF1040.jpg,800,600,gray,2305,1779,3090,2242
DSCF1042.jpg,800,600,blue,2021,1682,3034,2186
DSCF1044.jpg,800,600,red,1460,1200,2406,1723
DSCF1048.jpg,800,600,gray,443,1230,1108,1544
DSCF1048.jpg,800,600,blue,1498,1181,2163,1476
DSCF1048.jpg,800,600,white,2511,1099,3214,1409
DSCF1049.jpg,800,600,gray,480,998,1269,1386
DSCF1049.jpg,800,600,blue,1718,1192,2458,1588
DSCF1049.jpg,800,600,white,2758,1364,3464,1711
DSCF1050.jpg,800,600,blue,454,766,1258,1132
DSCF1050.jpg,800,600,white,1767,807,2559,1173
DSCF1053.jpg,800,600,green,925,1536,1931,2052
DSCF1053.jpg,800,600,red,2010,1510,3023,2033
DSCF1056.jpg,800,600,yellow,469,957,1703,1589
DSCF1056.jpg,800,600,red,1700,953,2919,1615
DSCF1059.jpg,800,600,yellow,1221,994,2324,1700
DSCF1061.jpg,800,600,red,488,1648,1849,2440
DSCF1061.jpg,800,600,yellow,1191,1203,2335,1835
DSCF1064.jpg,800,600,white,2399,358,3210,877
DSCF1064.jpg,800,600,yellow,585,740,1512,1319
DSCF1065.jpg,800,600,blue,705,1031,1516,1337
DSCF1065.jpg,800,600,green,2193,908,2959,1214
DSCF1066.jpg,800,600,green,1019,1121,1737,1453
DSCF1066.jpg,800,600,blue,2025,1121,2720,1442
DSCF1068.jpg,800,600,blue,750,343,2066,844
DSCF1068.jpg,800,600,green,2459,1533,3416,2060
DSCF1070.jpg,800,600,yellow,1617,1413,2645,1996
DSCF1070.jpg,800,600,red,1528,990,2406,1513
DSCF1072.jpg,800,600,white,746,1211,1662,1760
DSCF1072.jpg,800,600,yellow,1905,1465,2873,1999
DSCF1074.jpg,800,600,yellow,1127,1319,2869,2283
DSCF1077.jpg,800,600,red,308,1282,1418,1902
DSCF1077.jpg,800,600,green,1700,1342,2833,1966
DSCF1081.jpg,800,600,gray,1475,1282,2189,1678
DSCF1082.jpg,800,600,blue,996,579,1953,1113
DSCF1082.jpg,800,600,gray,2118,601,3064,1143
DSCF1086.jpg,800,600,gray,716,975,1325,1307
DSCF1086.jpg,800,600,yellow,1471,971,2073,1307
DSCF1086.jpg,800,600,green,2175,1005,2769,1349
DSCF1086.jpg,800,600,white,2878,990,3480,1349
DSCF1088.jpg,800,600,blue,1232,440,2021,862
DSCF1088.jpg,800,600,yellow,1326,1525,1980,1895
DSCF1090.jpg,800,600,green,1920,784,2593,1154
DSCF1092.jpg,800,600,gray,424,1293,1291,1831
DSCF1092.jpg,800,600,blue,1636,1521,2526,2037
DSCF1092.jpg,800,600,white,2481,1028,3232,1532
DSCF1094.jpg,800,600,gray,1378,1035,2369,1618
DSCF1097.jpg,800,600,blue,1326,642,2481,1277
DSCF1099.jpg,800,600,red,1112,556,2226,1120
DSCF1101.jpg,800,600,yellow,1015,1072,1931,1576
DSCF1103.jpg,800,600,red,1475,541,2166,900
DSCF1103.jpg,800,600,blue,1168,1880,2017,2396
DSCF1104.jpg,800,600,blue,1715,493,2399,822
DSCF1104.jpg,800,600,green,1632,1783,2406,2209
DSCF1105.jpg,800,600,yellow,1090,1016,2402,1771
DSCF1106.jpg,800,600,yellow,1202,1076,2357,1700
DSCF1109.jpg,800,600,white,1053,878,2231,1528
DSCF1110.jpg,800,600,white,686,743,1845,1397
DSCF1110.jpg,800,600,green,1920,792,3094,1435
DSCF1111.jpg,800,600,red,1890,867,2914,1443
DSCF1111.jpg,800,600,yellow,671,874,1714,1457
DSCF1114.jpg,800,600,red,1535,1177,2529,1685
DSCF1116.jpg,800,600,blue,1539,1458,2537,1981
DSCF1120.jpg,800,600,white,1236,1274,2560,1980
DSCF1122.jpg,800,600,blue,1479,949,2488,1491
DSCF1125.jpg,800,600,green,978,930,1632,1345
DSCF1125.jpg,800,600,red,1198,1394,2013,1876
DSCF1125.jpg,800,600,yellow,2406,1252,3198,1712
DSCF1129.jpg,800,600,red,1408,1772,2200,2273
DSCF1130.jpg,800,600,green,1516,1708,2271,2179
DSCF1132.jpg,800,600,green,2751,1005,3240,1255
DSCF1132.jpg,800,600,gray,2283,1278,3176,1801
DSCF1132.jpg,800,600,blue,174,1663,1580,2403
DSCF1133.jpg,800,600,green,1352,1192,2492,2033
